Date,Open,High,Low,Close,Volume
1999-03-14,43.3466,43.8567,42.1014,42.4471,55821839
1999-03-21,42.7595,45.15,42.3081,43.4281,64277767
1999-03-28,43.6049,44.4835,41.1225,43.8725,96303287
1999-04-04,44.4041,45.9359,44.1388,45.4152,63757469
1999-04-11,46.1475,47.6863,45.6179,47.3124,89745965
1999-04-18,46.2062,47.3996,43.3428,44.0644,181810520
1999-04-25,44.3463,47.2428,41.4123,46.8925,161619055
1999-05-02,47.2106,48.5654,43.9253,45.5453,151031361
1999-05-09,45.4132,46.0984,43.2625,44.9101,166978209
1999-05-16,45.1937,47.4799,44.6664,45.2742,127345057
1999-05-23,44.878,46.6193,44.4354,44.8307,104066354
1999-05-30,44.9071,44.9835,41.4839,44.1171,213300111
1999-06-06,44.034,44.7154,42.031,44.5647,101649064
1999-06-13,44.877,45.8078,43.5005,43.901,127315685
1999-06-20,44.0604,46.8132,42.9678,46.6799,141571938
1999-06-27,47,48.4108,45.9439,46.3679,128932442
1999-07-04,46.7603,50.815,46.3814,49.8145,109117880
1999-07-11,50.076,50.7867,49.1205,50.7386,81965886
1999-07-18,50.9246,52.3322,49.8362,52.0386,76449489
1999-07-25,52.2442,52.2442,48.0593,48.5644,141335622
1999-08-01,47.9057,49.5395,47.2935,47.986,138223965
1999-08-08,48.0613,49.0155,45.5709,46.9102,157958175
1999-08-15,47.0813,48.9392,44.8837,48.8835,153117236
1999-08-22,48.8553,49.894,48.0661,49.1449,110854787
1999-08-29,49.5982,52.3579,49.4816,50.7631,128054151
1999-09-05,50.9746,53.1408,49.2791,53.1203,151597072
1999-09-12,53.0166,54.0425,51.7402,53.5208,109082818
1999-09-19,53.4658,53.8321,51.0372,53.6744,149170691
1999-09-26,53.8407,54.0532,49.7041,50.9395,175108820
1999-10-03,51.6637,52.0396,49.8086,51.0471,202870185
1999-10-10,51.3172,54.205,51.0226,54.057,225505101
1999-10-17,54.205,55.0655,50.4517,50.7631,263270491
1999-10-24,50.812,53.6254,48.6749,52.538,266326024
1999-10-31,52.2991,56.1706,51.2496,55.7448,178631919
1999-11-07,55.742,58.6925,55.2759,57.8154,180345896
1999-11-14,58.0267,61.2544,57.8377,61.205,210496061
1999-11-21,61.2524,64.3546,60.7765,64.249,161053920
1999-11-28,64.3819,66.7882,62.9488,65.8669,164072488
1999-12-05,65.7309,67.9854,62.3184,67.0799,250209378
1999-12-12,67.344,68.2506,65.4881,67.7494,254415800
1999-12-19,67.5223,71.9577,66.0814,71.0287,299301405
1999-12-26,71.5594,76.9426,70.9505,76.4951,191666161
2000-01-02,76.5695,79.482,74.5256,77.4681,206392875
2000-01-09,81.5542,81.5542,67.6193,76.3064,419648887
2000-01-16,77.154,79.6445,72.9122,79.1664,326333750
2000-01-23,78.0585,82.1376,77.5287,81.6044,189690742
2000-01-30,82.6144,82.7661,71.8511,72.9132,355654360
2000-02-06,72.8047,83.2907,70.789,82.3725,343981169
2000-02-13,82.4557,87.2194,81.6079,84.679,278910398
2000-02-20,84.771,87.5422,81.2929,83.4612,316211012
2000-02-27,83.9349,91.1447,81.6014,88.2326,355929131
2000-03-05,87.5422,94.2139,85.2115,94.1579,357189795
2000-03-12,94.7344,98.7249,90.1109,97.0928,391830654
2000-03-19,93.2701,96.7804,85.6275,93.9366,506137207
2000-03-26,94.1088,102.191,87.8008,99.664,141846351
2000-04-02,100.037,101.327,87.7508,92.8501,154460577
2000-04-09,91.3718,92.5201,74.8711,90.3931,220025382
2000-04-16,91.2406,91.2974,66.1341,68.142,240011155
2000-04-23,66.1509,79.3749,66.1341,73.9772,166297755
2000-04-30,70.7381,80.3374,67.7112,80.3374,173837561
2000-05-07,81.1763,82.1269,72.503,77.523,127888894
2000-05-14,76.731,76.9435,67.4049,71.7405,131060279
2000-05-21,71.9011,77.5808,68.9367,69.2601,128906238
2000-05-28,69.1964,70.0459,61.2562,65.9207,204158652
2000-06-04,67.823,79.6415,67.823,79.3722,143823608
